Date: Week,Product,Product → Target DPCI,Product → Muffin Product Line,Sales Dollars,Sales Units,Stores Scanning,PODs Scanning,Promo Sales Dollars,Promo Sales Units
"Nov 23, 2025 - Nov 29, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$2,979.82 ",308,158,158,"$1,692.98 ",194
"Nov 23, 2025 - Nov 29, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$55,192.36 ","11,769","1,635","1,635","$13,606.69 ","3,321"
"Nov 23, 2025 - Nov 29, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$3,280.66 ",563,337,337,$340.26 ,66
"Nov 23, 2025 - Nov 29, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$41,245.02 ","4,917","1,419","1,419","$22,697.52 ","3,039"
"Nov 23, 2025 - Nov 29, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$27,676.08 ","5,031","1,486","1,486","$5,817.44 ","1,205"
"Nov 23, 2025 - Nov 29, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$2,414.23 ",857,209,209,"$1,478.19 ",579
"Nov 23, 2025 - Nov 29, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$3,288.71 ",566,341,341,$358.27 ,69
"Nov 23, 2025 - Nov 29, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$21,377.15 ","7,248","1,530","1,530","$10,127.41 ","3,970"
"Nov 23, 2025 - Nov 29, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$27,504.61 ","2,657","1,100","1,100","$12,988.32 ","1,423"
"Nov 23, 2025 - Nov 29, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,845.28 ","1,350",391,391,"$2,517.12 ",965
"Nov 23, 2025 - Nov 29, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$37,993.12 ","3,850","1,285","1,285","$23,933.37 ","2,668"
"Nov 23, 2025 - Nov 29, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$35,216.63 ","4,199","1,369","1,369","$19,241.94 ","2,582"
"Nov 23, 2025 - Nov 29, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$4,607.54 ","1,651",435,435,"$3,158.06 ","1,225"
"Nov 23, 2025 - Nov 29, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,278.10 ","1,491",396,396,"$2,719.00 ","1,042"
"Nov 30, 2025 - Dec 6, 2025",Apple Berry,284-10-4013,YOGO,$4.89 ,1,1,1,$0.00 ,0
"Nov 30, 2025 - Dec 6, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$31,698.39 ","2,681","1,162","1,162","$1,106.41 ",105
"Nov 30, 2025 - Dec 6, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$28,512.58 ","5,996","1,534","1,534","$20,171.71 ","4,589"
"Nov 30, 2025 - Dec 6, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$46,979.48 ","9,615","1,656","1,656","$2,836.81 ",650
"Nov 30, 2025 - Dec 6, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$23,759.26 ","6,941","1,477","1,477",$687.06 ,222
"Nov 30, 2025 - Dec 6, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$10,798.44 ",932,414,414,$321.57 ,31
"Nov 30, 2025 - Dec 6, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$39,797.88 ","8,247","1,607","1,607","$26,146.40 ","5,939"
"Nov 30, 2025 - Dec 6, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$35,798.87 ","3,647","1,207","1,207","$1,352.76 ",154
"Nov 30, 2025 - Dec 6, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$38,630.48 ","7,964","1,573","1,573","$24,489.46 ","5,572"
"Nov 30, 2025 - Dec 6, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$19,566.28 ","5,731","1,433","1,433",$609.57 ,201
"Nov 30, 2025 - Dec 6, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$2,997.34 ",260,143,143,$42.12 ,4
"Nov 30, 2025 - Dec 6, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$59,761.28 ","12,213","1,646","1,646","$3,633.03 ",835
"Nov 30, 2025 - Dec 6, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$4,846.47 ",945,425,425,"$2,159.67 ",489
"Nov 30, 2025 - Dec 6, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$57,635.53 ","5,875","1,482","1,482","$2,289.11 ",261
"Nov 30, 2025 - Dec 6, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$37,233.15 ","7,664","1,559","1,559","$19,247.22 ","4,522"
"Nov 30, 2025 - Dec 6, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,014.05 ",893,216,216,$85.15 ,29
"Nov 30, 2025 - Dec 6, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$4,677.49 ",918,410,410,"$2,180.13 ",495
"Nov 30, 2025 - Dec 6, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$25,606.11 ","7,476","1,525","1,525",$764.95 ,246
"Nov 30, 2025 - Dec 6, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$26,527.45 ","2,267","1,037","1,037",$813.46 ,75
"Nov 30, 2025 - Dec 6, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,588.00 ","1,047",366,366,$146.18 ,48
"Nov 30, 2025 - Dec 6, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$36,846.60 ","3,111","1,209","1,209",$762.88 ,72
"Nov 30, 2025 - Dec 6, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$44,379.68 ","4,532","1,457","1,457","$2,020.02 ",229
"Nov 30, 2025 - Dec 6, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$5,634.72 ","1,660",436,436,$143.41 ,48
"Nov 30, 2025 - Dec 6, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$3,969.33 ","1,149",366,366,$121.13 ,39
"Dec 7, 2025 - Dec 13, 2025",Apple Berry,284-10-4013,YOGO,,,0,0,,
"Dec 7, 2025 - Dec 13, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$31,396.75 ","2,742","1,175","1,175","$5,517.80 ",559
"Dec 7, 2025 - Dec 13, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$27,582.46 ","5,513","1,527","1,527","$21,483.30 ","4,480"
"Dec 7, 2025 - Dec 13, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$49,686.52 ","10,399","1,673","1,673","$7,546.39 ","1,832"
"Dec 7, 2025 - Dec 13, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$28,647.62 ","9,304","1,511","1,511","$17,212.80 ","5,947"
"Dec 7, 2025 - Dec 13, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$10,667.84 ",962,418,418,"$1,894.93 ",197
"Dec 7, 2025 - Dec 13, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,,,0,0,,
"Dec 7, 2025 - Dec 13, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$38,226.29 ","7,561","1,595","1,595","$27,723.80 ","5,780"
"Dec 7, 2025 - Dec 13, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$37,296.48 ","3,965","1,229","1,229","$8,107.56 ",997
"Dec 7, 2025 - Dec 13, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$37,748.19 ","7,410","1,556","1,556","$25,937.54 ","5,409"
"Dec 7, 2025 - Dec 13, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$24,102.72 ","7,866","1,523","1,523","$15,446.29 ","5,338"
"Dec 7, 2025 - Dec 13, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$2,563.58 ",231,136,136,$465.49 ,47
"Dec 7, 2025 - Dec 13, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$61,914.03 ","12,971","1,661","1,661","$9,621.28 ","2,341"
"Dec 7, 2025 - Dec 13, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$4,662.80 ",902,422,422,"$2,798.82 ",586
"Dec 7, 2025 - Dec 13, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$57,784.76 ","6,153","1,488","1,488","$12,734.16 ","1,581"
"Dec 7, 2025 - Dec 13, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$35,886.17 ","7,510","1,543","1,543","$18,649.28 ","4,493"
"Dec 7, 2025 - Dec 13, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,869.60 ","1,308",219,219,"$2,846.00 ",995
"Dec 7, 2025 - Dec 13, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$4,935.28 ",956,412,412,"$2,986.57 ",627
"Dec 7, 2025 - Dec 13, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$33,589.27 ","10,783","1,573","1,573","$17,758.08 ","6,151"
"Dec 7, 2025 - Dec 13, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$21,557.47 ","1,929",913,913,"$3,959.25 ",416
"Dec 7, 2025 - Dec 13, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,497.49 ","1,418",383,383,"$2,306.14 ",782
"Dec 7, 2025 - Dec 13, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$36,670.59 ","3,203","1,229","1,229","$6,302.16 ",642
"Dec 7, 2025 - Dec 13, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$48,368.75 ","5,132","1,500","1,500","$9,595.28 ","1,189"
"Dec 7, 2025 - Dec 13, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$8,138.97 ","2,722",469,469,"$5,835.18 ","2,020"
"Dec 7, 2025 - Dec 13, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,443.24 ","1,419",374,374,"$2,623.20 ",893
"Dec 14, 2025 - Dec 20, 2025",Apple Berry,284-10-4013,YOGO,($20.94),-6,1,1,$0.00 ,0
"Dec 14, 2025 - Dec 20, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$32,209.19 ","2,720","1,162","1,162",$969.75 ,87
"Dec 14, 2025 - Dec 20, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$18,853.27 ","3,225","1,300","1,300","$1,065.35 ",205
"Dec 14, 2025 - Dec 20, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$55,847.77 ","11,400","1,676","1,676","$2,502.48 ",556
"Dec 14, 2025 - Dec 20, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$25,681.55 ","7,525","1,487","1,487",$611.05 ,197
"Dec 14, 2025 - Dec 20, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,436.63 ","1,090",428,428,$193.91 ,18
"Dec 14, 2025 - Dec 20, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,$539.68 ,110,30,30,$22.10 ,5
"Dec 14, 2025 - Dec 20, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$31,567.34 ","5,391","1,529","1,529","$1,632.91 ",314
"Dec 14, 2025 - Dec 20, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$33,998.69 ","3,470","1,195","1,195","$1,083.05 ",121
"Dec 14, 2025 - Dec 20, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$27,394.32 ","4,686","1,444","1,444","$1,500.35 ",281
"Dec 14, 2025 - Dec 20, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$20,769.41 ","6,102","1,460","1,460",$451.49 ,145
"Dec 14, 2025 - Dec 20, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,865.26 ",362,164,164,$155.24 ,15
"Dec 14, 2025 - Dec 20, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$67,242.99 ","13,733","1,654","1,654","$2,983.33 ",666
"Dec 14, 2025 - Dec 20, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$3,848.74 ",657,359,359,$275.32 ,52
"Dec 14, 2025 - Dec 20, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$53,228.28 ","5,421","1,461","1,461","$1,759.95 ",197
"Dec 14, 2025 - Dec 20, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$33,977.01 ","6,005","1,521","1,521","$1,570.06 ",315
"Dec 14, 2025 - Dec 20, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$2,994.27 ",925,208,208,$108.41 ,34
"Dec 14, 2025 - Dec 20, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$3,909.24 ",671,375,375,$207.53 ,40
"Dec 14, 2025 - Dec 20, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$25,179.72 ","7,392","1,482","1,482",$581.38 ,190
"Dec 14, 2025 - Dec 20, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$29,783.51 ","2,563","1,111","1,111",$798.55 ,76
"Dec 14, 2025 - Dec 20, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,368.74 ",972,322,322,$28.21 ,8
"Dec 14, 2025 - Dec 20, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$36,620.02 ","3,089","1,203","1,203","$1,023.15 ",94
"Dec 14, 2025 - Dec 20, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$43,716.13 ","4,451","1,423","1,423","$1,426.61 ",160
"Dec 14, 2025 - Dec 20, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,113.15 ","1,811",447,447,$188.46 ,63
"Dec 14, 2025 - Dec 20, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$3,583.25 ","1,033",327,327,$53.80 ,16
"Dec 21, 2025 - Dec 27, 2025",Apple Berry,284-10-4013,YOGO,$3.49 ,1,1,1,$0.00 ,0
"Dec 21, 2025 - Dec 27, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$28,120.84 ","2,373","1,113","1,113",$637.51 ,58
"Dec 21, 2025 - Dec 27, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$19,081.99 ","3,543","1,352","1,352","$9,208.35 ","1,870"
"Dec 21, 2025 - Dec 27, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$51,685.46 ","11,427","1,683","1,683","$17,885.78 ","4,521"
"Dec 21, 2025 - Dec 27, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$23,470.89 ","6,891","1,461","1,461",$625.46 ,200
"Dec 21, 2025 - Dec 27, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$10,744.24 ",926,430,430,$267.06 ,25
"Dec 21, 2025 - Dec 27, 2025",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,"$4,756.28 ","1,092",138,138,"$2,473.83 ",629
"Dec 21, 2025 - Dec 27, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$28,312.63 ","5,216","1,496","1,496","$11,759.04 ","2,389"
"Dec 21, 2025 - Dec 27, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$27,974.41 ","2,860","1,113","1,113",$989.20 ,113
"Dec 21, 2025 - Dec 27, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$24,188.54 ","4,427","1,387","1,387","$9,505.57 ","1,935"
"Dec 21, 2025 - Dec 27, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$19,547.22 ","5,736","1,419","1,419",$616.42 ,199
"Dec 21, 2025 - Dec 27, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$2,947.44 ",257,147,147,$97.53 ,9
"Dec 21, 2025 - Dec 27, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$62,972.99 ","14,040","1,673","1,673","$23,958.07 ","6,058"
"Dec 21, 2025 - Dec 27, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$3,520.10 ",602,339,339,$183.95 ,33
"Dec 21, 2025 - Dec 27, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$44,004.87 ","4,505","1,409","1,409","$1,489.05 ",169
"Dec 21, 2025 - Dec 27, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$30,603.09 ","5,626","1,520","1,520","$8,396.20 ","1,700"
"Dec 21, 2025 - Dec 27, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$2,758.44 ",817,209,209,$54.22 ,17
"Dec 21, 2025 - Dec 27, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$3,039.97 ",517,318,318,$184.57 ,33
"Dec 21, 2025 - Dec 27, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$23,131.99 ","6,805","1,481","1,481",$658.89 ,214
"Dec 21, 2025 - Dec 27, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$33,243.28 ","2,846","1,163","1,163","$1,029.11 ",95
"Dec 21, 2025 - Dec 27, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$2,208.94 ",637,251,251,$38.77 ,12
"Dec 21, 2025 - Dec 27, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$32,002.24 ","2,701","1,154","1,154",$704.37 ,65
"Dec 21, 2025 - Dec 27, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$35,562.28 ","3,640","1,352","1,352","$1,105.25 ",125
"Dec 21, 2025 - Dec 27, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$5,260.42 ","1,554",442,442,$132.70 ,43
"Dec 21, 2025 - Dec 27, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$3,399.09 ",983,320,320,$52.58 ,17
"Dec 28, 2025 - Jan 3, 2026",Apple Berry,284-10-4013,YOGO,($13.85),-4,2,2,$3.60 ,1
"Dec 28, 2025 - Jan 3, 2026",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$33,504.90 ","2,928","1,173","1,173","$11,324.88 ","1,065"
"Dec 28, 2025 - Jan 3, 2026",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$24,051.52 ","4,599","1,403","1,403","$14,782.78 ","3,045"
"Dec 28, 2025 - Jan 3, 2026",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$55,107.73 ","12,243","1,698","1,698","$21,026.00 ","5,319"
"Dec 28, 2025 - Jan 3, 2026",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$25,459.24 ","7,597","1,473","1,473","$5,537.26 ","1,812"
"Dec 28, 2025 - Jan 3, 2026",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,516.19 ","1,109",432,432,"$3,962.46 ",382
"Dec 28, 2025 - Jan 3, 2026",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,"$13,271.87 ","3,063",357,357,"$7,564.83 ","1,909"
"Dec 28, 2025 - Jan 3, 2026",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$34,293.83 ","6,498","1,530","1,530","$20,772.23 ","4,236"
"Dec 28, 2025 - Jan 3, 2026",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$36,679.41 ","3,877","1,215","1,215","$13,178.43 ","1,504"
"Dec 28, 2025 - Jan 3, 2026",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$30,213.57 ","5,675","1,506","1,506","$17,229.62 ","3,501"
"Dec 28, 2025 - Jan 3, 2026",Green Dream,211-34-0232,Smoothie Pouches,"$20,960.99 ","6,287","1,442","1,442","$5,143.50 ","1,694"
"Dec 28, 2025 - Jan 3, 2026",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,710.16 ",333,166,166,"$1,194.25 ",114
"Dec 28, 2025 - Jan 3, 2026",Kale Apple Puffs,007-10-2035,Toddler Snack,"$70,918.25 ","15,835","1,707","1,707","$28,704.84 ","7,261"
"Dec 28, 2025 - Jan 3, 2026",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$3,758.82 ",659,359,359,"$1,094.00 ",208
"Dec 28, 2025 - Jan 3, 2026",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$60,352.28 ","6,416","1,511","1,511","$22,591.57 ","2,585"
"Dec 28, 2025 - Jan 3, 2026",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$38,719.67 ","7,094","1,567","1,567","$10,960.46 ","2,229"
"Dec 28, 2025 - Jan 3, 2026",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$2,387.63 ",720,174,174,$466.50 ,158
"Dec 28, 2025 - Jan 3, 2026",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$3,708.17 ",649,368,368,"$1,159.50 ",220
"Dec 28, 2025 - Jan 3, 2026",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$24,027.91 ","7,147","1,494","1,494","$4,296.24 ","1,416"
"Dec 28, 2025 - Jan 3, 2026",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$37,816.19 ","3,341","1,230","1,230","$12,601.45 ","1,207"
"Dec 28, 2025 - Jan 3, 2026",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,302.58 ",973,315,315,$628.12 ,203
"Dec 28, 2025 - Jan 3, 2026",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$38,083.64 ","3,321","1,229","1,229","$12,026.88 ","1,133"
"Dec 28, 2025 - Jan 3, 2026",Super Chicken Dippers ,270-02-0128,Kids Meals,"$48,052.45 ","5,082","1,482","1,482","$16,631.76 ","1,906"
"Dec 28, 2025 - Jan 3, 2026",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,017.51 ","1,810",438,438,"$1,514.80 ",495
"Dec 28, 2025 - Jan 3, 2026",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$3,872.01 ","1,146",340,340,$867.78 ,280
"Jan 4, 2026 - Jan 10, 2026",Apple Berry,284-10-4013,YOGO,$3.40 ,1,1,1,$3.40 ,1
"Jan 4, 2026 - Jan 10, 2026",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$35,211.08 ","3,636","1,268","1,268","$35,342.54 ","3,647"
"Jan 4, 2026 - Jan 10, 2026",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$28,726.38 ","5,362","1,497","1,497","$14,415.86 ","2,962"
"Jan 4, 2026 - Jan 10, 2026",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$59,281.27 ","13,286","1,726","1,726","$25,055.38 ","6,346"
"Jan 4, 2026 - Jan 10, 2026",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$23,883.15 ","7,567","1,523","1,523","$15,332.06 ","5,089"
"Jan 4, 2026 - Jan 10, 2026",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,814.49 ","1,188",440,440,"$8,263.95 ",799
"Jan 4, 2026 - Jan 10, 2026",Blueberry Carrot Puffs,007-10-3297,Toddler Snack,"$31,457.99 ","7,385",850,850,"$19,226.06 ","4,910"
"Jan 4, 2026 - Jan 10, 2026",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$38,991.91 ","7,244","1,547","1,547","$18,808.72 ","3,854"
"Jan 4, 2026 - Jan 10, 2026",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$49,926.95 ","6,169","1,318","1,318","$36,640.56 ","4,826"
"Jan 4, 2026 - Jan 10, 2026",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$37,531.82 ","6,942","1,565","1,565","$17,130.31 ","3,515"
"Jan 4, 2026 - Jan 10, 2026",Green Dream,211-34-0232,Smoothie Pouches,"$20,055.83 ","6,366","1,506","1,506","$13,463.54 ","4,457"
"Jan 4, 2026 - Jan 10, 2026",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,699.81 ",347,159,159,"$2,404.30 ",233
"Jan 4, 2026 - Jan 10, 2026",Kale Apple Puffs,007-10-2035,Toddler Snack,"$70,882.21 ","16,117","1,719","1,719","$33,630.55 ","8,560"
"Jan 4, 2026 - Jan 10, 2026",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$4,502.90 ",845,407,407,"$2,216.39 ",458
"Jan 4, 2026 - Jan 10, 2026",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$83,778.93 ","10,134","1,587","1,587","$54,781.37 ","7,198"
"Jan 4, 2026 - Jan 10, 2026",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$43,464.87 ","7,996","1,621","1,621","$13,800.62 ","2,816"
"Jan 4, 2026 - Jan 10, 2026",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$2,704.85 ",866,194,194,"$1,950.99 ",647
"Jan 4, 2026 - Jan 10, 2026",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$4,434.93 ",847,394,394,"$2,549.50 ",527
"Jan 4, 2026 - Jan 10, 2026",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$23,661.92 ","7,423","1,527","1,527","$13,282.56 ","4,421"
"Jan 4, 2026 - Jan 10, 2026",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$39,953.41 ","3,629","1,254","1,254","$23,235.90 ","2,219"
"Jan 4, 2026 - Jan 10, 2026",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,862.49 ","1,460",365,365,"$2,894.33 ","1,179"
"Jan 4, 2026 - Jan 10, 2026",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$41,584.20 ","4,291","1,306","1,306","$41,581.91 ","4,290"
"Jan 4, 2026 - Jan 10, 2026",Super Chicken Dippers ,270-02-0128,Kids Meals,"$69,944.97 ","8,547","1,627","1,627","$48,050.02 ","6,330"
"Jan 4, 2026 - Jan 10, 2026",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$5,378.90 ","1,724",431,431,"$3,968.76 ","1,315"
"Jan 4, 2026 - Jan 10, 2026",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$3,623.45 ","1,392",344,344,"$2,861.19 ","1,167"
"Jan 11, 2026 - Jan 17, 2026",Apple Berry,284-10-4013,YOGO,$13.96 ,4,2,2,$0.00 ,0
"Jan 11, 2026 - Jan 17, 2026",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$35,510.18 ","3,641","1,263","1,263","$35,603.42 ","3,649"
"Jan 11, 2026 - Jan 17, 2026",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$30,405.68 ","5,600","1,492","1,492","$14,529.51 ","2,944"
"Jan 11, 2026 - Jan 17, 2026",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$63,159.77 ","14,019","1,744","1,744","$25,526.16 ","6,413"
"Jan 11, 2026 - Jan 17, 2026",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$25,031.22 ","9,286","1,542","1,542","$17,454.46 ","7,086"
